searched,title,authors,published,database,source
29/01/2018,Short-term load forecasting algorithm and optimization in smart grid operations and planning,"Tungpimolrut,Kanokvate, Lewlomphaisarl,Udom, Skolthanarat,Siriya, ",2015,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/7038626/7046205/07046238.pdf?arnumber=7046238
29/01/2018,CRAFFT: an activity prediction model based on Bayesian networks,"E Nazerfard, DJ Cook - Journal of ambient intelligence and humanized …, 2015 - Springer",2015,Google Scholar,https://link.springer.com/article/10.1007/s12652-014-0219-x
29/01/2018,Probabilistic states prediction algorithm using multi-sensor fusion and application to Smart Cruise Control systems,"Yi,Kyongsu, Kim,Beomjun, ",2013,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/6601112/6629437/06629579.pdf?arnumber=6629579
29/01/2018,Trace of objects to retrieve prediction patterns of activities in smart homes,"F Amirjavid, A Bouzouane, B Bouchard - International Conference on …, 2011 - Springer",2011,Google Scholar,https://link.springer.com/10.1007%2F978-3-642-22688-5_30
29/01/2018,Infrastructure and forecasting models for integrating Natural Gas Grid within smart grids,"Ayoub,Nasser M., Gabbar,Hossam A., ",2013,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/6450792/6463951/06463972.pdf?arnumber=6463972
29/01/2018,Crowdsourced electricity demand forecast,"Yu,Jia Yuan, Humphreys,Kenneth, ",2016,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/7573871/7580726/07580784.pdf?arnumber=7580784
29/01/2018,Effect of different load models on the three-sample based quadratic prediction algorithm,"Pal,Anamitra, ",2015,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/7118474/7131775/07131811.pdf?arnumber=7131811
29/01/2018,GeSmart: A gestural activity recognition model for predicting behavioral health,"Roy,Nirmalya, Alam,Mohammad Arif Ul, ",2015,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/7031549/7043829/07043858.pdf?arnumber=7043858
29/01/2018,Person movement prediction using neural networks,"L Vintan, A Gellert, J Petzold, T Ungerer - 2006 - opus.bibliothek.uni-augsburg.de",2006,Google Scholar,https://opus.bibliothek.uni-augsburg.de/opus4/files/153/technical_report_2004-10.pdf
29/01/2018,A time series based sequence prediction algorithm to detect activities of daily living in smart home,"M Marufuzzaman, MBI Reaz, MAM Ali… - … of information in …, 2015 - methods.schattauer.de",2015,Google Scholar,https://methods.schattauer.de/en/contents/archivestandard/manuscript/23908/download.html
29/01/2018,Comparison of day-ahead price forecasting in energy market using Neural Network and Genetic Algorithm,"Bapiraju,V., Sarada,K., ",2017,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/6996692/7005386/07005607.pdf?arnumber=7005607
29/01/2018,SolarCast - an open web service for predicting solar power generation in smart homes,"Ramamritham,Krithi, Shenoy,Prashant, Irwin,David, Sharma,Navin, Iyengar,Srinivasan, ",2014,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=2675020&amp;ftid=1510441&amp;dwn=1
29/01/2018,A prediction method for photovoltaic power generation with advanced Radial Basis Function Network,"Takahashi,M., Mori,H., ",2012,IEEE - Crossref,http://xplorestaging.ieee.org/ielx5/6294165/6303088/06303116.pdf?arnumber=6303116
29/01/2018,Component decomposition to improve precision of short-term wind speed forecasting,"Li,Hui, ",2017,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/8027285/8038534/08038563.pdf?arnumber=8038563
29/01/2018,Reliable measurement of wireless sensor network data for forecasting wellness of elderly at smart home,"NK Suryadevara, SC Mukhopadhyay… - … (I2MTC), 2013 IEEE …, 2013 - ieeexplore.ieee.org",2013,Google Scholar,http://ieeexplore.ieee.org/abstract/document/6555372/
29/01/2018,Construction of neural network-based prediction intervals for short-term electrical load forecasting,"Creighton,Doug, Nahavandi,Saeid, Khosravi,Abbas, Srinivasan,Dipti, Quan,Hao, ",2013,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/6595338/6611489/06611500.pdf?arnumber=6611500
29/01/2018,Context aware life pattern prediction using fuzzy-state Q-learning,"MA Feki, SW Lee, Z Bien, M Mokhtari - … Conference on Smart Homes and …, 2007 - Springer",2007,Google Scholar,https://link.springer.com/chapter/10.1007/978-3-540-73035-4_20
29/01/2018,Ensemble learning for robust prediction of microRNA-mRNA interactions,Not available,2014,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/6731712/6741395/06741403.pdf?arnumber=6741403
29/01/2018,Smart homes for the elderly dementia sufferers: identification and prediction of abnormal behaviour,"A Lotfi, C Langensiepen, SM Mahmoud… - Journal of ambient …, 2012 - Springer",2012,Google Scholar,https://link.springer.com/article/10.1007/s12652-010-0043-x
29/01/2018,Power demand prediction in smart microgrids using interacting multiple model Kalman filtering,"Allison,Mark, Farmer,Michael E., ",2016,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=2939947&amp;ftid=1745539&amp;dwn=1
29/01/2018,User behavior prediction for energy management in smart homes,"Schmeck,Hartmut, Allerding,Florian, Bao,Kaibin, ",2011,IEEE - Crossref,http://xplorestaging.ieee.org/ielx5/6012258/6019624/06019758.pdf?arnumber=6019758
29/01/2018,Short-term price forecasting under high penetration of wind generation units in smart grid environment,"Aghaebrahimi,Mohammad Reza, Taherian,Hossein, Nazer Kakhki,Iman, ",2014,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/6678914/6682797/06682809.pdf?arnumber=6682809
29/01/2018,"Employing Grey Model forecasting GM (1, 1) to historical medical sensor data towards system preventive in smart home e-health for elderly person","R Jouini, T Lemlouma, K Maalaoui… - … and Mobile Computing …, 2016 - ieeexplore.ieee.org",2016,Google Scholar,http://ieeexplore.ieee.org/abstract/document/7577210/
29/01/2018,Automatic sensor data stream segmentation for real-time activity prediction in smart spaces,"H Cho, J An, I Hong, Y Lee - Proceedings of the 2015 Workshop on IoT …, 2015 - dl.acm.org",2015,Google Scholar,https://dl.acm.org/citation.cfm?id=2753484
29/01/2018,Analyzing breast tumor heterogeneity to predict the response to chemotherapy using 3D MR images registration,"Benjelloun,Mohammed, Drisis,Stylianos, Adoui,Mohammed El, ",2017,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=3128137&ftid=1905488&dwn=1
