searched,title,authors,published,database,source
12/02/2018,Non-image forming effects of illuminance level: Exploring parallel effects on physiological arousal and task performance,"de Kort,Yvonne A.W., Smolders,Karin C.H.J., Huiberts,Laura M., ",2016,ScienceDirect,https://api.elsevier.com/content/article/pii/S003193841630289X
12/02/2018,"Beyond the lab: Investigating early adolescents' cognitive, emotional, and arousal responses to violent games","Valkenburg,Patti M., Piotrowski,Jessica Taylor, Fikkers,Karin M., ",2016,ScienceDirect,https://api.elsevier.com/content/article/pii/S0747563216301078
12/02/2018,Emotional arousal regulation of memory consolidation,"McGaugh,James L, ",2018,ScienceDirect,https://api.elsevier.com/content/article/pii/S2352154617301638
12/02/2018,Approaches to the assessment of arousals and sleep disturbance in children,"Chervin,Ronald D., Paruthi,Shalini, ",2010,ScienceDirect,https://api.elsevier.com/content/article/pii/S1389945710002212
12/02/2018,The structure and intensity of self-reported autonomic arousal symptoms across anxiety disorders and obsessive-compulsive disorder,"Brakoulias,Vlasios, Viswasam,Kirupamani, Skepper,Brian, Dale,Erin, Hannan,Anthony, Milicevic,Denise, Starcevic,Vladan, Berle,David, ",2016,ScienceDirect,https://api.elsevier.com/content/article/pii/S0165032715314208
12/02/2018,"Nucleus incertus—An emerging modulatory role in arousal, stress and memory","Gundlach,Andrew L., Olucha-Bordonau,Francisco E., Ma,Sherie, Ryan,Philip J., ",2011,ScienceDirect,https://api.elsevier.com/content/article/pii/S0149763411000236
12/02/2018,Transient decoupling of cortical EEGs following arousals during NREM sleep in middle-aged and elderly women,"Bruce,Eugene N., Bruce,Margaret C., Ramanand,Pravitha, ",2010,ScienceDirect,https://api.elsevier.com/content/article/pii/S0167876010001170
12/02/2018,"ORIGINAL RESEARCH—OUTCOMES RESEARCH: The Sensitivity of Event Logs, Self‐Administered Questionnaires and Photoplethysmography to Detect Treatment‐Induced Changes in Female Sexual Arousal Disorder (FSAD) Diagnosis","Meston,Cindy, Rellini,Alessandra, ",2006,ScienceDirect,https://api.elsevier.com/content/article/pii/S1743609515313187
12/02/2018,Sensitivity of primary phasic heart rate deceleration to stimulus repetition in an habituation procedure: influence of a subjective measure of activation/arousal on the evoked cardiac response,"Kaiser,Jan, Barry,Robert J., Binder,Marek, ",2005,ScienceDirect,https://api.elsevier.com/content/article/pii/S0167876004001382
12/02/2018,Curvature manipulation of the spectrum of Valence-Arousal-related fMRI dataset using Gaussian-shaped Fast Fourier Transform and its application to fuzzy KANSEI adjectives modeling,"Shi,Fuqian, McCauley,Pamela, Balas,Valentina E., Cao,Luyin, He,Ting, ",2016,ScienceDirect,https://api.elsevier.com/content/article/pii/S0925231215014848
12/02/2018,The effect of exercise-induced arousal on cognitive task performance: A meta-regression analysis,"Tomporowski,Phillip, Lambourne,Kate, ",2010,ScienceDirect,https://api.elsevier.com/content/article/pii/S0006899310007547
12/02/2018,Abnormal Repolarization Duration during Everyday Emotional Arousal in Long QT Syndrome and Coronary Artery Disease,"Zareba,Wojciech, Moss,Arthur J., Couderc,Jean Philippe, Kern,Karl B., Hsu,Chiu-Hsieh, Reis,Harry T., Lane,Richard D., ",2018,ScienceDirect,https://api.elsevier.com/content/article/pii/S0002934318300056
12/02/2018,"Personality, arousal theory and the relationship to cognitive ability as measured by inspection time and IQ","Martin,Nicholas G, Wright,Margaret J, Leisser,Romana, Luciano,Michelle, ",2004,ScienceDirect,https://api.elsevier.com/content/article/pii/S0191886903004446
12/02/2018,Women's Sexual Desire and Arousal Disorders,"Luria,Mijal, Leiblum,Sandra, Laan,Ellen, Bitzer,Johannes, Brotto,Lori A., ",2010,ScienceDirect,https://api.elsevier.com/content/article/pii/S1743609515328666
12/02/2018,"Evaluating the cognitive avoidance model of generalised anxiety disorder: Impact of worry on threat appraisal, perceived control and anxious arousal","Rapee,Ronald M., Abbott,Maree J., Stapinski,Lexine A., ",2010,ScienceDirect,https://api.elsevier.com/content/article/pii/S0005796710001488
12/02/2018,Prenatal cocaine exposure alters emotional arousal regulation and its effects on working memory,"Hu,Xiaoping, LaConte,Stephen, Peltier,Scott, Hamann,Stephan, Lynch,Mary Ellen, Coles,Claire D., Li,Zhihao, ",2009,ScienceDirect,https://api.elsevier.com/content/article/pii/S0892036209001512
12/02/2018,"Fight fire with rainbows: The effects of displayed violence, difficulty, and performance in digital games on affect, aggression, and physiological arousal","Knapp,Florian, Elson,Malte, Kneer,Julia, ",2016,ScienceDirect,https://api.elsevier.com/content/article/pii/S0747563215300455
12/02/2018,Experimental Framework for Simulators to Study Driver Cognitive Distraction: Brake Reaction Time in Different Levels of Arousal,"Fiorentino,Anita, Squitieri,Rolando, Brandimonte,Maria Antonella, d’Amore,Matteo, Sena,Pasquale, ",2016,ScienceDirect,https://api.elsevier.com/content/article/pii/S2352146516303696
12/02/2018,The effect of arousal on auditory threat detection and the relationship to auditory hallucinations,"McCarthy-Jones,Simon, Bolas,Helen, Halhead,Racheal, Sarll,Gabrielle, Dodgson,Guy, Dudley,Robert, ",2014,ScienceDirect,https://api.elsevier.com/content/article/pii/S0005791614000068
12/02/2018,Fear and physiological arousal during a virtual height challenge—effects in patients with acrophobia and healthy controls,"Zwanzger,Peter, Mühlberger,Andreas, Lohkamp,Nora, Diemer,Julia, ",2016,ScienceDirect,https://api.elsevier.com/content/article/pii/S0887618515300311
12/02/2018,"Estrogens, androgens and generalized behavioral arousal in gonadectomized female and male C57BL/6 mice","Ågmo,Anders, Pfaff,Donald, Gagnidze,Khatuna, Chu,Xi, ",2015,ScienceDirect,https://api.elsevier.com/content/article/pii/S0031938415002607
12/02/2018,Alpha oscillation neurofeedback modulates amygdala complex connectivity and arousal in posttraumatic stress disorder,"Lanius,Ruth A., Jetly,Rakesh, Kluetsch,Rosemarie C., Théberge,Jean, Densmore,Maria, Frewen,Paul A., Ros,Tomas, Nicholson,Andrew A., ",2016,ScienceDirect,https://api.elsevier.com/content/article/pii/S2213158216301267
12/02/2018,Building trust: Heart rate synchrony and arousal during joint action increased by public goods game,"Wallot,Sebastian, Roepstorff,Andreas, McGraw,John J., Mitkidis,Panagiotis, ",2015,ScienceDirect,https://api.elsevier.com/content/article/pii/S0031938415003273
12/02/2018,The apparent reality of movies and emotional arousal: A study using physiological and self-report measures,"Hennessy,Eilis, Benson,Ciarán, Rooney,Brendan, ",2012,ScienceDirect,https://api.elsevier.com/content/article/pii/S0304422X12000502
12/02/2018,Measuring listening-related effort and fatigue in school-aged children using pupillometry,"Munro,Kevin J., Kuchinsky,Stefanie E., Stewart,Andrew J., Dawes,Piers, McGarrigle,Ronan, ",2017,ScienceDirect,https://api.elsevier.com/content/article/pii/S0022096516302806
12/02/2018,Size estimates of action-relevant space remain invariant in the face of systematic changes to postural stability and arousal,"Stins,John, Ham,Laurien, Aertssen,Anoek M., Cañal-Bruland,Rouwen, ",2015,ScienceDirect,https://api.elsevier.com/content/article/pii/S1053810015000835
12/02/2018,Attachment insecurity as a moderator of cardiovascular arousal effects following dyadic support,"Rafaeli,Eshkol, Bar-Kalifa,Eran, Kordahji,Hadil, ",2015,ScienceDirect,https://api.elsevier.com/content/article/pii/S0092656615000446
12/02/2018,The time of the crime: Cognitively induced tonic arousal suppression when lying in a free recall context,"van Hooff,Hannie, Fisher,Ronald P., Vrij,Aldert, Leal,Sharon, ",2008,ScienceDirect,https://api.elsevier.com/content/article/pii/S0001691808000516
12/02/2018,"An affective circumplex model of neural systems subserving valence, arousal, and cognitive overlay during the appraisal of emotional faces","Peterson,Bradley S., Russell,James, Zhu,Hongtu, Kangarlu,Alayar, Wang,Zhishun, Yu,Shan, Colibazzi,Tiziano, Gorman,Daniel, Posner,Jonathan, Gerber,Andrew J., ",2008,ScienceDirect,https://api.elsevier.com/content/article/pii/S0028393208000912
12/02/2018,How Hot Are They? Neural Correlates of Genital Arousal: An Infrared Thermographic and Functional Magnetic Resonance Imaging Study of Sexual Arousal in Men and Women,"Binik,Yitzchak M., Dagher,Alain, Larcher,Kevin, Gérard,Marina, Parada,Mayte, ",2018,ScienceDirect,https://api.elsevier.com/content/article/pii/S1743609517318805
12/02/2018,"The development, validation, and implications of a measure of consumer competitive arousal (CCAr)","Nichols,Bridget Satinover, ",2012,ScienceDirect,https://api.elsevier.com/content/article/pii/S0167487011001590
12/02/2018,Anxiety sensitivity and post-traumatic stress reactions: Evidence for intrusions and physiological arousal as mediating and moderating mechanisms,"Fan,Qianqian, Olatunji,Bunmi O., ",2015,ScienceDirect,https://api.elsevier.com/content/article/pii/S0887618515000882
12/02/2018,Arousal and Locomotion Make Distinct Contributions to Cortical Activity Patterns and Visual Encoding,"Cardin,Jessica A., Knoblich,Ulf, Batista-Brito,Renata, Vinck,Martin, ",2015,ScienceDirect,https://api.elsevier.com/content/article/pii/S0896627315002524
12/02/2018,Impact of the arousal potential of uncommon drinks on the repeated exposure effect,"Köster,E.P., Issanchou,Sylvie, Chabanet,Claire, Sulmont-Rossé,Claire, ",2008,ScienceDirect,https://api.elsevier.com/content/article/pii/S095032930700167X
12/02/2018,"The interaction of state and trait aspects of self-focused attention affects genital, but not subjective, sexual arousal in sexually functional women","Bergh,Simone, van Lankveld,Jacques, ",2008,ScienceDirect,https://api.elsevier.com/content/article/pii/S0005796708000296
12/02/2018,Social anxiety and physiological arousal during computer mediated vs. face to face communication,"Lipsitz,Joshua D., Markovitzky,Omer, Israeli,Haggar, Shalom,Jonathan G., ",2015,ScienceDirect,https://api.elsevier.com/content/article/pii/S0747563214006669
12/02/2018,The role of physiological arousal in the management of challenging behaviours in individuals with autistic spectrum disorders,"Hayden,Judy, Anker,Regine, Deveau,Roy, Mills,Richard, McCreadie,Michael, McDonnell,Andrew, ",2015,ScienceDirect,https://api.elsevier.com/content/article/pii/S0891422214004028
12/02/2018,Affective processing in natural scene viewing: Valence and arousal interactions in eye-fixation-related potentials,"Baccino,Thierry, Torniainen,Jari, Le Fevre,Kevin, Simola,Jaana, ",2015,ScienceDirect,https://api.elsevier.com/content/article/pii/S1053811914009471
12/02/2018,Experimental manipulation of the Trier Social Stress Test-Modified (TSST-M) to vary arousal across development,"Skoluda,Nadine, Granger,Douglas A., Rush,Elizabeth B., Quas,Jodi A., Yim,Ilona S., ",2015,ScienceDirect,https://api.elsevier.com/content/article/pii/S0306453015001250
12/02/2018,Neuropeptide S (NPS) is a neuropeptide with cellular actions in arousal and anxiety-related nuclei: Functional implications for effects of NPS on wakefulness and mood,"Kohlmeier,Kristi A., Zojicic,Minella, Polli,Filip Souza, Roncacè,Vincenzo, ",2017,ScienceDirect,https://api.elsevier.com/content/article/pii/S0028390817302988
12/02/2018,"Symbolic online exposure for spider fear: Habituation of fear, disgust and physiological arousal and predictors of symptom improvement","Kirkby,Kenneth C., Naran,Nishma, Matthews,Allison, ",2015,ScienceDirect,https://api.elsevier.com/content/article/pii/S0005791614001207
12/02/2018,Evaluating Player Task Engagement and Arousal Using Electroencephalography,"Parsons,Thomas D., Parberry,Ian, McMahan,Timothy, ",2015,ScienceDirect,https://api.elsevier.com/content/article/pii/S2351978915003777
12/02/2018,Physiologically based arousal state estimation and dynamics,"Robinson,P.A., Rennie,C.J., Abeysuriya,R.G., ",2015,ScienceDirect,https://api.elsevier.com/content/article/pii/S0165027015002198
12/02/2018,Attachment and physiological reactivity to infant crying in young adulthood: Dissociation between experiential and physiological arousal in insecure adoptees,"Juffer,Femmie, van der Voort,Anja, Linting,Mariëlle, van den Dries,Linda, Bakermans-Kranenburg,Marian J., van IJzendoorn,Marinus H., Huffmeijer,Renske, Schoenmaker,Christie, ",2015,ScienceDirect,https://api.elsevier.com/content/article/pii/S0031938414005733
12/02/2018,Emotional arousal modulation of right temporoparietal cortex in depression depends on parental depression status in women: First evidence,"Rubio,Gabriel, Strange,Bryan, Moratti,Stephan, ",2015,ScienceDirect,https://api.elsevier.com/content/article/pii/S0165032715001251
12/02/2018,"The appetite-inducing peptide, ghrelin, induces intracellular store-mediated rises in calcium in addiction and arousal-related laterodorsal tegmental neurons in mouse brain slices","Kohlmeier,Kristi A., Hauberg,Katrine, ",2015,ScienceDirect,https://api.elsevier.com/content/article/pii/S0196978115000224
12/02/2018,"Confusional Arousals, Sleep Terrors, and Sleepwalking","Valerio,Jason, Camacho,Macario, Modi,Rahul R., ",2014,ScienceDirect,https://api.elsevier.com/content/article/pii/S1556407X14000939
12/02/2018,Additive effects of affective arousal and top-down attention on the event-related brain responses to human bodies,"Nummenmaa,Lauri, Kirjavainen,Ilkka, Hietanen,Jari K., ",2014,ScienceDirect,https://api.elsevier.com/content/article/pii/S030105111400204X
12/02/2018,Hypoglycemia activates arousal-related neurons and increases wake time in adult rats,"Morrison,Adrian R., Mann,Graziella L., Sawhney,Gagan, Pan,Yanhua, Tkacs,Nancy C., ",2007,ScienceDirect,https://api.elsevier.com/content/article/pii/S0031938407000844
12/02/2018,The large-scale functional connectivity correlates of consciousness and arousal during the healthy and pathological human sleep cycle,"van Someren,Eus J.W., Tagliazucchi,Enzo, ",2017,ScienceDirect,https://api.elsevier.com/content/article/pii/S1053811917304950
12/02/2018,Relaxin-3 receptor (Rxfp3) gene knockout mice display reduced running wheel activity: Implications for role of relaxin-3/RXFP3 signalling in sustained arousal,"Gundlach,Andrew L., Smith,Craig M., Sutton,Steven W., Hosken,Ihaia T., ",2015,ScienceDirect,https://api.elsevier.com/content/article/pii/S0166432814006196
12/02/2018,"Sleep, arousal, and circadian rhythms in adults with obsessive–compulsive disorder: A meta-analysis","Coles,Meredith E., Sharkey,Katherine M., Nota,Jacob A., ",2015,ScienceDirect,https://api.elsevier.com/content/article/pii/S0149763415000044
12/02/2018,"Signal molecule changes in the gills and lungs of the African lungfish Protopterus annectens, during the maintenance and arousal phases of aestivation","Ip,Y.K., Cerra,M.C., Tota,B., Chew,S.F., Icardo,J.M., Amelio,D., Garofalo,F., ",2015,ScienceDirect,https://api.elsevier.com/content/article/pii/S1089860314005072
12/02/2018,One Session of Autogenic Training Increases Acute Subjective Sexual Arousal in Premenopausal Women Reporting Sexual Arousal Problems,"Meston,Cindy M., Nichols,Lindsey M., Hixon,J. Gregory, Stanton,Amelia M., ",2018,ScienceDirect,https://api.elsevier.com/content/article/pii/S174360951731634X
12/02/2018,Gender-specific genital and subjective sexual arousal to prepotent sexual features in heterosexual women and men,"Chivers,Meredith L., Ponseti,Jorge, Yoon,Samuel, Timmers,Amanda D., Spape,Jessica, ",2014,ScienceDirect,https://api.elsevier.com/content/article/pii/S0301051114001537
12/02/2018,The Sensitivity of Continuous Laboratory Measures of Physiological and Subjective Sexual Arousal for Diagnosing Women with Sexual Arousal Disorder,"McCall,Katie, Rellini,Alessandra H., Meston,Cindy M., ",2010,ScienceDirect,https://api.elsevier.com/content/article/pii/S174360951532909X
12/02/2018,Autonomic arousal in childhood anxiety disorders: Associations with state anxiety and social anxiety disorder,"Allen,John J.B., Cooper,Peter J., Creswell,Cathy, Alkozei,Anna, ",2015,ScienceDirect,https://api.elsevier.com/content/article/pii/S0165032714007800
12/02/2018,Analytic measures for quantification of arousal from spontaneous skin conductance fluctuations,"Dolan,Raymond J., Friston,Karl J., Bach,Dominik R., ",2010,ScienceDirect,https://api.elsevier.com/content/article/pii/S0167876010000292
12/02/2018,The effect of arousal on memory for emotionally-relevant information: A study of skydivers,"Nixon,Reginald D.V., Cavenett,Tamara, ",2006,ScienceDirect,https://api.elsevier.com/content/article/pii/S0005796705002287
12/02/2018,Chapter 3 Autosomal Dominant Nocturnal Frontal Lobe and Nocturnal Frontal Lobe Epilepsy as System Epilepsies of the Ascending Cholinergic Arousal System,"Szűcs,Anna, Halász,Péter, ",2018,ScienceDirect,https://api.elsevier.com/content/article/pii/B9780128125793000030
12/02/2018,Activation of β‐Adrenergic Receptors During Sexual Arousal Facilitates Vaginal Lubrication by Regulating Vaginal Epithelial Cl− Secretion,"Zhou,Wen‐Liang, Cao,Xiao‐Nian, Yang,Deng‐Liang, Huang,Jiehong, Sun,Qing, ",2014,ScienceDirect,https://api.elsevier.com/content/article/pii/S1743609515300977
12/02/2018,"Daily stress, presleep arousal, and sleep in healthy young women: a daily life computerized sleep diary and actigraphy study","Bader,Klaus, Wilhelm,Frank H., Cajochen,Christian, Meyer,Andrea H., Schäfer,Valérie, Voellmin,Annette, Winzeler,Katja, ",2014,ScienceDirect,https://api.elsevier.com/content/article/pii/S1389945714000197
12/02/2018,The relation of flow-experience and physiological arousal under stress — Can u shape it?,"Antoni,Conny H., Baumann,Nicola, Schächinger,Hartmut, Schulz,André, Peifer,Corinna, ",2014,ScienceDirect,https://api.elsevier.com/content/article/pii/S0022103114000109
12/02/2018,A real-time stress classification system based on arousal analysis of the nervous system by an F-state machine,"Muguerza,J., Martin,J.I., Arruti,A., Irigoyen,E., Martinez,R., ",2017,ScienceDirect,https://api.elsevier.com/content/article/pii/S0169260716307878
12/02/2018,Psychophysiological arousal at encoding leads to reduced reactivity but enhanced emotional memory following sleep,"Payne,Jessica D., Mattingly,Stephen M., Villano,Michael A., Kensinger,Elizabeth A., Alger,Sara E., Crowell,Charles R., Cunningham,Tony J., ",2014,ScienceDirect,https://api.elsevier.com/content/article/pii/S1074742714001154
12/02/2018,Encoding negative events under stress: High subjective arousal is related to accurate emotional memory despite misinformation exposure,"Nadel,Lynn, Jacobs,W. Jake, Ryan,Lee, LaBar,Kevin S., Hoscheidt,Siobhan M., ",2014,ScienceDirect,https://api.elsevier.com/content/article/pii/S1074742713001858
12/02/2018,The effect of motivational orientation over arousal-shopping response relationship,"Vaz Torres,Claudio, Afonso Vieira,Valter, ",2014,ScienceDirect,https://api.elsevier.com/content/article/pii/S0969698913001276
12/02/2018,The association of somatic arousal with the symptoms of upper airway resistance syndrome,"Gold,Avram R., Amin,Mohammad M., Gold,Morris S., Broderick,Joan E., ",2014,ScienceDirect,https://api.elsevier.com/content/article/pii/S1389945714000641
12/02/2018,A computational model for the endogenous arousal of thoughts through Z*-numbers,"Pal,Sankar K., Banerjee,Romi, ",2017,ScienceDirect,https://api.elsevier.com/content/article/pii/S0020025517306321
12/02/2018,Women's genital sexual arousal to oral versus penetrative heterosexual sex varies with menstrual cycle phase at first exposure,"Chivers,Meredith L., Bossio,Jennifer A., Suschinsky,Kelly D., ",2014,ScienceDirect,https://api.elsevier.com/content/article/pii/S0018506X14000075
12/02/2018,Music induces different cardiac autonomic arousal effects in young and older persons,"Koehn,Julia, Wong,Samuel, Buechner,Susanne, Stemper,Brigitte, Habib-Romstoeck,Leila, Nath,Juliane, Gryc,Thomas, Stadler,Peter, Hilz,Max J., ",2014,ScienceDirect,https://api.elsevier.com/content/article/pii/S1566070214000344
12/02/2018,Electroencephalographic activity during sexual behavior: A novel approach to the analysis of drug effects on arousal and motivation relevant for sexual dysfunctions,"Ågmo,Anders, Guevara,Miguel Angel, Hernández-González,Marisela, ",2014,ScienceDirect,https://api.elsevier.com/content/article/pii/S009130571400032X
12/02/2018,Towards a competitive arousal model of decision-making: A study of auction fever in live and Internet auctions,"Murnighan,J. Keith, Malhotra,Deepak, Ku,Gillian, ",2005,ScienceDirect,https://api.elsevier.com/content/article/pii/S0749597804000925
12/02/2018,"Animal models of female sexual dysfunction: Basic considerations on drugs, arousal, motivation and behavior","Ågmo,Anders, ",2014,ScienceDirect,https://api.elsevier.com/content/article/pii/S0091305713002372
12/02/2018,"Neurophysiological markers of contextual processing: The relationship between P3b and Gamma synchrony and their modulation by arousal, performance and individual differences","Gordon,Evian, Hermens,Daniel, Williams,Leanne M., Kang,Kristan, ",2005,ScienceDirect,https://api.elsevier.com/content/article/pii/S0926641005002181
12/02/2018,The Partner’s Presence in the Sex Research Lab Differentially Affects Sexual Arousal in Women and Men,"Grauvogl,Andrea, den Butter,Charlotte, Dingemans,Maria Elisabeth, Dewitte,Marieke, Hubben,Dave, van Lankveld,Jacques, ",2014,ScienceDirect,https://api.elsevier.com/content/article/pii/S1743609515306883
12/02/2018,"Anxiety goes under the skin: Behavioral inhibition, anxiety, and autonomic arousal in speech-anxious males","Kim,Hyo-Jin, Hofmann,Stefan G., ",2006,ScienceDirect,https://api.elsevier.com/content/article/pii/S019188690500423X
12/02/2018,Male bisexual arousal: A matter of curiosity?,"Savin-Williams,Ritch C., Bailey,J. Michael, Linsenmeier,Joan A.W., Cash,Brian M., Rosenthal,Allen M., Rieger,Gerulf, ",2013,ScienceDirect,https://api.elsevier.com/content/article/pii/S0301051113001981
12/02/2018,Hierarchical affective content analysis in arousal and valence dimensions,"Rui,Yong, Luo,Suhuai, Jin,Jesse S., He,Xiangjian, Xu,Changsheng, Xu,Min, ",2013,ScienceDirect,https://api.elsevier.com/content/article/pii/S0165168412002186
12/02/2018,Intensified emotion perception in depression: Differences in physiological arousal and subjective perceptions,"Oertel-Knöchel,Viola, Reif,Andreas, van Dick,Rolf, Trettin,Marco, Huthmacher,Ann-Caitlin, Ghirmai,Naddy, Hilke,Marietheres, Tarvainen,Mika P., Hagen,Marleen, Wenzler,Sofia, ",2017,ScienceDirect,https://api.elsevier.com/content/article/pii/S0165178116314779
12/02/2018,Opinion Paper: On the Diagnosis/Classification of Sexual Arousal Concerns in Women,"Stanton,Amelia M., Kilimnik,Chelsea D., Handy,Ariel B., Perelman,Michael A., Meston,Cindy M., Althof,Stanley E., ",2017,ScienceDirect,https://api.elsevier.com/content/article/pii/S1743609517313942
12/02/2018,Behavioural and physiological expression of arousal during decision-making in laying hens,"Nicol,C.J., Radford,A.N., Davies,A.C., ",2014,ScienceDirect,https://api.elsevier.com/content/article/pii/S0031938413003363
12/02/2018,Emotional clouds: Showing arousal and valence through the movement and darkness of digital cartoonish clouds,"Ibáñez,Jesús, ",2013,ScienceDirect,https://api.elsevier.com/content/article/pii/S1071581913000864
12/02/2018,Emotional arousal impairs association-memory: Roles of amygdala and hippocampus,"Sommer,Tobias, Caplan,Jeremy B., Fujiwara,Esther, Madan,Christopher R., ",2017,ScienceDirect,https://api.elsevier.com/content/article/pii/S1053811917303841
12/02/2018,Driving with music: Effects on arousal and performance,"Steg,Linda, Epstude,Kai, de Waard,Dick, Ünal,Ayça Berfu, ",2013,ScienceDirect,https://api.elsevier.com/content/article/pii/S136984781300079X
12/02/2018,Instructions to Rate Genital Vasocongestion Increases Genital and Self-Reported Sexual Arousal but not Coherence Between Genital and Self-Reported Sexual Arousal,"Graham,Cynthia, Roberts,Verena, Barela,James, Prause,Nicole, ",2013,ScienceDirect,https://api.elsevier.com/content/article/pii/S1743609515304641
12/02/2018,Cognitive consequences of individual differences in arousal asymmetry,"Holtgraves,Thomas, ",2013,ScienceDirect,https://api.elsevier.com/content/article/pii/S0278262613000821
12/02/2018,Chapter 4 Sexual arousal and response — the psychosomatic circle,"Bancroft,John, ",2009,ScienceDirect,https://api.elsevier.com/content/article/pii/B9780443051616000045
12/02/2018,Remembering under stress: Different roles of autonomic arousal and glucocorticoids in memory retrieval,"Schwabe,Lars, Ackermann,Karina, Schönfeld,Pia, ",2014,ScienceDirect,https://api.elsevier.com/content/article/pii/S0306453013003399
12/02/2018,Chemoreception and asphyxia-induced arousal,"Abbott,Stephen B.G., Guyenet,Patrice G., ",2013,ScienceDirect,https://api.elsevier.com/content/article/pii/S1569904813001067
12/02/2018,Embodiment of others’ hands elicits arousal responses similar to one’s own hands,"Berti,Anna, Gindri,Patrizia, Pia,Lorenzo, Fossataro,Carlotta, Fornia,Luca, Garbarini,Francesca, ",2014,ScienceDirect,https://api.elsevier.com/content/article/pii/S0960982214008495
12/02/2018,"Measuring the drinking experience of beer in real context situations. The impact of affects, senses, and cognition","Valentin,Dominique, Escalona-Buendía,Héctor B., Chollet,Sylvie, Gómez-Corona,Carlos, ",2017,ScienceDirect,https://api.elsevier.com/content/article/pii/S0950329317300861
12/02/2018,Prior perceptual processing enhances the effect of emotional arousal on the neural correlates of memory retrieval,"Cabeza,Roberto, LaBar,Kevin S., Ritchey,Maureen, Dew,Ilana T.Z., ",2014,ScienceDirect,https://api.elsevier.com/content/article/pii/S1074742713002682
12/02/2018,Sexual Arousal in Women with Provoked Vestibulodynia: The Application of Laser Doppler Imaging to Sexual Pain,"Chamberlain,Susan M., Pukall,Caroline F., Boyer,Stéphanie C., ",2013,ScienceDirect,https://api.elsevier.com/content/article/pii/S1743609515303222
12/02/2018,Dexmedetomidine pharmacokinetic–pharmacodynamic modelling in healthy volunteers: 1. Influence of arousal on bispectral index and sedation,"Struys,M.M.R.F., Vereecke,H.E.M., Absalom,A.R., Reyntjens,K.M.E.M., Eleveld,D.J., Hannivoort,L.N., Colin,P.J., ",2017,ScienceDirect,https://api.elsevier.com/content/article/pii/S0007091217332853
