Searched,Title,Authors,Published,Type,Include?,Exclusion code,Database,Source
10/02/2018,Forecasting the Behaviour of an Elderly Person Using WSN Data,Nagender Suryadevara,Jan 2015,Chapter,,,ResearchGate,https://www.researchgate.net/publication/302585427_Forecasting_the_Behaviour_of_an_Elderly_Person_Using_WSN_Data?_iepl%5BgeneralViewId%5D=YQZWEQPe4YAuAN1ntHw4KLcXcJGRwZ1Eztzq&_iepl%5Bcontexts%5D%5B0%5D=searchReact&_iepl%5BviewId%5D=IDlNl4Vyl3nQ7giYvShhPkj1dMkru0GibMJ3&_iepl%5BsearchType%5D=publication&_iepl%5Bdata%5D%5BcountMoreThan20%5D=1&_iepl%5Bdata%5D%5BinteractedWithPosition20plus%5D=1&_iepl%5Bdata%5D%5BwithoutEnrichment%5D=1&_iepl%5Bposition%5D=33&_iepl%5BrgKey%5D=PB%3A302585427&_iepl%5BtargetEntityId%5D=PB%3A302585427&_iepl%5BinteractionType%5D=publicationCTA
10/02/2018,Classification method for prediction of human activity using stereo camera,Rendy Alfuadi,Aug 2016,Conference Paper,,,ResearchGate,https://www.researchgate.net/publication/314667450_Classification_method_for_prediction_of_human_activity_using_stereo_camera?_iepl%5BgeneralViewId%5D=YQZWEQPe4YAuAN1ntHw4KLcXcJGRwZ1Eztzq&_iepl%5Bcontexts%5D%5B0%5D=searchReact&_iepl%5BviewId%5D=IDlNl4Vyl3nQ7giYvShhPkj1dMkru0GibMJ3&_iepl%5BsearchType%5D=publication&_iepl%5Bdata%5D%5BcountMoreThan20%5D=1&_iepl%5Bdata%5D%5BinteractedWithPosition20plus%5D=1&_iepl%5Bdata%5D%5BwithoutEnrichment%5D=1&_iepl%5Bposition%5D=34&_iepl%5BrgKey%5D=PB%3A314667450&_iepl%5BtargetEntityId%5D=PB%3A314667450&_iepl%5BinteractionType%5D=publicationCTA
10/02/2018,Regression Based Trajectory Learning and Prediction for Human Motion,Alparslan Yildiz,Oct 2013,Conference Paper,,,ResearchGate,https://www.researchgate.net/publication/302180766_Regression_Based_Trajectory_Learning_and_Prediction_for_Human_Motion?_iepl%5BgeneralViewId%5D=YQZWEQPe4YAuAN1ntHw4KLcXcJGRwZ1Eztzq&_iepl%5Bcontexts%5D%5B0%5D=searchReact&_iepl%5BviewId%5D=IDlNl4Vyl3nQ7giYvShhPkj1dMkru0GibMJ3&_iepl%5BsearchType%5D=publication&_iepl%5Bdata%5D%5BcountMoreThan20%5D=1&_iepl%5Bdata%5D%5BinteractedWithPosition20plus%5D=1&_iepl%5Bdata%5D%5BwithoutEnrichment%5D=1&_iepl%5Bposition%5D=35&_iepl%5BrgKey%5D=PB%3A302180766&_iepl%5BtargetEntityId%5D=PB%3A302180766&_iepl%5BinteractionType%5D=publicationCTA
10/02/2018,An Improved Elman Neural Network for Daily Living Activities Recognition,Liwen Zaineb,Feb 2017,Conference Paper,,,ResearchGate,https://www.researchgate.net/publication/314247907_An_Improved_Elman_Neural_Network_for_Daily_Living_Activities_Recognition?_iepl%5BgeneralViewId%5D=YQZWEQPe4YAuAN1ntHw4KLcXcJGRwZ1Eztzq&_iepl%5Bcontexts%5D%5B0%5D=searchReact&_iepl%5BviewId%5D=IDlNl4Vyl3nQ7giYvShhPkj1dMkru0GibMJ3&_iepl%5BsearchType%5D=publication&_iepl%5Bdata%5D%5BcountMoreThan20%5D=1&_iepl%5Bdata%5D%5BinteractedWithPosition20plus%5D=1&_iepl%5Bdata%5D%5BwithoutEnrichment%5D=1&_iepl%5Bposition%5D=36&_iepl%5BrgKey%5D=PB%3A314247907&_iepl%5BtargetEntityId%5D=PB%3A314247907&_iepl%5BinteractionType%5D=publicationCTA
10/02/2018,Human fall detection in surveillance video based on PCANet,Shengke Wang,Jun 2015,Article,,,ResearchGate,https://www.researchgate.net/publication/279232604_Human_fall_detection_in_surveillance_video_based_on_PCANet?_iepl%5BgeneralViewId%5D=YQZWEQPe4YAuAN1ntHw4KLcXcJGRwZ1Eztzq&_iepl%5Bcontexts%5D%5B0%5D=searchReact&_iepl%5BviewId%5D=IDlNl4Vyl3nQ7giYvShhPkj1dMkru0GibMJ3&_iepl%5BsearchType%5D=publication&_iepl%5Bdata%5D%5BcountMoreThan20%5D=1&_iepl%5Bdata%5D%5BinteractedWithPosition20plus%5D=1&_iepl%5Bdata%5D%5BwithEnrichment%5D=1&_iepl%5Bposition%5D=37&_iepl%5BrgKey%5D=PB%3A279232604&_iepl%5BtargetEntityId%5D=PB%3A279232604&_iepl%5BinteractionType%5D=publicationCTA
10/02/2018,Simulation-Based Usability Evaluation of Spoken and Multimodal Dialogue Systems,Stefan Hillmann,Jan 2018,Book,,,ResearchGate,https://www.researchgate.net/publication/322180773_Simulation-Based_Usability_Evaluation_of_Spoken_and_Multimodal_Dialogue_Systems?_iepl%5BgeneralViewId%5D=YQZWEQPe4YAuAN1ntHw4KLcXcJGRwZ1Eztzq&_iepl%5Bcontexts%5D%5B0%5D=searchReact&_iepl%5BviewId%5D=IDlNl4Vyl3nQ7giYvShhPkj1dMkru0GibMJ3&_iepl%5BsearchType%5D=publication&_iepl%5Bdata%5D%5BcountMoreThan20%5D=1&_iepl%5Bdata%5D%5BinteractedWithPosition20plus%5D=1&_iepl%5Bdata%5D%5BwithoutEnrichment%5D=1&_iepl%5Bposition%5D=38&_iepl%5BrgKey%5D=PB%3A322180773&_iepl%5BtargetEntityId%5D=PB%3A322180773&_iepl%5BinteractionType%5D=publicationCTA
10/02/2018,Prediction of Humans' Activity for Learning the Behaviors of Electrical Appliances in an Intelligent Ambient Environment,Javier Gil Quijano,Aug 2010,Conference Paper,,,ResearchGate,https://www.researchgate.net/publication/221155805_Prediction_of_Humans%27_Activity_for_Learning_the_Behaviors_of_Electrical_Appliances_in_an_Intelligent_Ambient_Environment?_iepl%5BgeneralViewId%5D=YQZWEQPe4YAuAN1ntHw4KLcXcJGRwZ1Eztzq&_iepl%5Bcontexts%5D%5B0%5D=searchReact&_iepl%5BviewId%5D=IDlNl4Vyl3nQ7giYvShhPkj1dMkru0GibMJ3&_iepl%5BsearchType%5D=publication&_iepl%5Bdata%5D%5BcountMoreThan20%5D=1&_iepl%5Bdata%5D%5BinteractedWithPosition20plus%5D=1&_iepl%5Bdata%5D%5BwithoutEnrichment%5D=1&_iepl%5Bposition%5D=39&_iepl%5BrgKey%5D=PB%3A221155805&_iepl%5BtargetEntityId%5D=PB%3A221155805&_iepl%5BinteractionType%5D=publicationCTA
10/02/2018,Behavior-Based Home Energy Prediction,Chao Hsiang Chen,Jun 2012,Conference Paper,,,ResearchGate,https://www.researchgate.net/publication/262313623_Behavior-Based_Home_Energy_Prediction?_iepl%5BgeneralViewId%5D=YQZWEQPe4YAuAN1ntHw4KLcXcJGRwZ1Eztzq&_iepl%5Bcontexts%5D%5B0%5D=searchReact&_iepl%5BviewId%5D=IDlNl4Vyl3nQ7giYvShhPkj1dMkru0GibMJ3&_iepl%5BsearchType%5D=publication&_iepl%5Bdata%5D%5BcountMoreThan20%5D=1&_iepl%5Bdata%5D%5BinteractedWithPosition20plus%5D=1&_iepl%5Bdata%5D%5BwithoutEnrichment%5D=1&_iepl%5Bposition%5D=40&_iepl%5BrgKey%5D=PB%3A262313623&_iepl%5BtargetEntityId%5D=PB%3A262313623&_iepl%5BinteractionType%5D=publicationCTA
10/02/2018,Incentive Design in Human-in-the-Loop Cyber-Physical Systems: A Case Study on Demand Response in California,Datong Paul Zhou,Oct 2017,Article,,,ResearchGate,https://www.researchgate.net/publication/320297751_Incentive_Design_in_Human-in-the-Loop_Cyber-Physical_Systems_A_Case_Study_on_Demand_Response_in_California?_iepl%5BgeneralViewId%5D=YQZWEQPe4YAuAN1ntHw4KLcXcJGRwZ1Eztzq&_iepl%5Bcontexts%5D%5B0%5D=searchReact&_iepl%5BviewId%5D=IDlNl4Vyl3nQ7giYvShhPkj1dMkru0GibMJ3&_iepl%5BsearchType%5D=publication&_iepl%5Bdata%5D%5BcountMoreThan20%5D=1&_iepl%5Bdata%5D%5BinteractedWithPosition20plus%5D=1&_iepl%5Bdata%5D%5BwithoutEnrichment%5D=1&_iepl%5Bposition%5D=41&_iepl%5BrgKey%5D=PB%3A320297751&_iepl%5BtargetEntityId%5D=PB%3A320297751&_iepl%5BinteractionType%5D=publicationCTA
10/02/2018,The potential and challenges of inferring thermal comfort at home using commodity sensors,Chuan-Che (Jeff) Huang,Sep 2015,Conference Paper,,,ResearchGate,https://www.researchgate.net/publication/310824149_The_potential_and_challenges_of_inferring_thermal_comfort_at_home_using_commodity_sensors?_iepl%5BgeneralViewId%5D=YQZWEQPe4YAuAN1ntHw4KLcXcJGRwZ1Eztzq&_iepl%5Bcontexts%5D%5B0%5D=searchReact&_iepl%5BviewId%5D=IDlNl4Vyl3nQ7giYvShhPkj1dMkru0GibMJ3&_iepl%5BsearchType%5D=publication&_iepl%5Bdata%5D%5BcountMoreThan20%5D=1&_iepl%5Bdata%5D%5BinteractedWithPosition20plus%5D=1&_iepl%5Bdata%5D%5BwithoutEnrichment%5D=1&_iepl%5Bposition%5D=42&_iepl%5BrgKey%5D=PB%3A310824149&_iepl%5BtargetEntityId%5D=PB%3A310824149&_iepl%5BinteractionType%5D=publicationCTA
10/02/2018,Graph-based representation of behavior in detection and prediction of daily living activities,Piotr Augustyniak,Nov 2017,Article,,,ResearchGate,https://www.researchgate.net/publication/320983371_Graph-based_representation_of_behavior_in_detection_and_prediction_of_daily_living_activities?_iepl%5BgeneralViewId%5D=YQZWEQPe4YAuAN1ntHw4KLcXcJGRwZ1Eztzq&_iepl%5Bcontexts%5D%5B0%5D=searchReact&_iepl%5BviewId%5D=IDlNl4Vyl3nQ7giYvShhPkj1dMkru0GibMJ3&_iepl%5BsearchType%5D=publication&_iepl%5Bdata%5D%5BcountMoreThan20%5D=1&_iepl%5Bdata%5D%5BinteractedWithPosition20plus%5D=1&_iepl%5Bdata%5D%5BwithoutEnrichment%5D=1&_iepl%5Bposition%5D=43&_iepl%5BrgKey%5D=PB%3A320983371&_iepl%5BtargetEntityId%5D=PB%3A320983371&_iepl%5BinteractionType%5D=publicationCTA
10/02/2018,Trend Analysis Techniques in Forecasting Human Behaviour Evolution,Abubaker Elbayoudi,Jun 2017,Conference Paper,,,ResearchGate,https://www.researchgate.net/publication/317868846_Trend_Analysis_Techniques_in_Forecasting_Human_Behaviour_Evolution?_iepl%5BgeneralViewId%5D=YQZWEQPe4YAuAN1ntHw4KLcXcJGRwZ1Eztzq&_iepl%5Bcontexts%5D%5B0%5D=searchReact&_iepl%5BviewId%5D=IDlNl4Vyl3nQ7giYvShhPkj1dMkru0GibMJ3&_iepl%5BsearchType%5D=publication&_iepl%5Bdata%5D%5BcountMoreThan20%5D=1&_iepl%5Bdata%5D%5BinteractedWithPosition20plus%5D=1&_iepl%5Bdata%5D%5BwithEnrichment%5D=1&_iepl%5Bposition%5D=44&_iepl%5BrgKey%5D=PB%3A317868846&_iepl%5BtargetEntityId%5D=PB%3A317868846&_iepl%5BinteractionType%5D=publicationCTA
10/02/2018,Prediction of Mobility Entropy in an Ambient Intelligent Environment,Saisakul Chernbumroong,Dec 2014,Conference Paper,,,ResearchGate,https://www.researchgate.net/publication/273118941_Prediction_of_Mobility_Entropy_in_an_Ambient_Intelligent_Environment?_iepl%5BgeneralViewId%5D=YQZWEQPe4YAuAN1ntHw4KLcXcJGRwZ1Eztzq&_iepl%5Bcontexts%5D%5B0%5D=searchReact&_iepl%5BviewId%5D=IDlNl4Vyl3nQ7giYvShhPkj1dMkru0GibMJ3&_iepl%5BsearchType%5D=publication&_iepl%5Bdata%5D%5BcountMoreThan20%5D=1&_iepl%5Bdata%5D%5BinteractedWithPosition20plus%5D=1&_iepl%5Bdata%5D%5BwithEnrichment%5D=1&_iepl%5Bposition%5D=45&_iepl%5BrgKey%5D=PB%3A273118941&_iepl%5BtargetEntityId%5D=PB%3A273118941&_iepl%5BinteractionType%5D=publicationCTA
10/02/2018,Predictability Analysis of Aperiodic and Periodic Model for Long-Term Human Mobility Using Ambient Sensors,Danaipat Sodkomkham,Jan 2015,Chapter,,,ResearchGate,https://www.researchgate.net/publication/277013886_Predictability_Analysis_of_Aperiodic_and_Periodic_Model_for_Long-Term_Human_Mobility_Using_Ambient_Sensors?_iepl%5BgeneralViewId%5D=YQZWEQPe4YAuAN1ntHw4KLcXcJGRwZ1Eztzq&_iepl%5Bcontexts%5D%5B0%5D=searchReact&_iepl%5BviewId%5D=IDlNl4Vyl3nQ7giYvShhPkj1dMkru0GibMJ3&_iepl%5BsearchType%5D=publication&_iepl%5Bdata%5D%5BcountMoreThan20%5D=1&_iepl%5Bdata%5D%5BinteractedWithPosition20plus%5D=1&_iepl%5Bdata%5D%5BwithoutEnrichment%5D=1&_iepl%5Bposition%5D=46&_iepl%5BrgKey%5D=PB%3A277013886&_iepl%5BtargetEntityId%5D=PB%3A277013886&_iepl%5BinteractionType%5D=publicationCTA
10/02/2018,Smart-Energy Group Anomaly Based Behavioral Abnormality Detection,Mohammad  Arif Ul Alam,Oct 2016,Conference Paper,,,ResearchGate,https://www.researchgate.net/publication/305856921_Smart-Energy_Group_Anomaly_Based_Behavioral_Abnormality_Detection?_iepl%5BgeneralViewId%5D=YQZWEQPe4YAuAN1ntHw4KLcXcJGRwZ1Eztzq&_iepl%5Bcontexts%5D%5B0%5D=searchReact&_iepl%5BviewId%5D=IDlNl4Vyl3nQ7giYvShhPkj1dMkru0GibMJ3&_iepl%5BsearchType%5D=publication&_iepl%5Bdata%5D%5BcountMoreThan20%5D=1&_iepl%5Bdata%5D%5BinteractedWithPosition20plus%5D=1&_iepl%5Bdata%5D%5BwithoutEnrichment%5D=1&_iepl%5Bposition%5D=48&_iepl%5BrgKey%5D=PB%3A305856921&_iepl%5BtargetEntityId%5D=PB%3A305856921&_iepl%5BinteractionType%5D=publicationCTA
10/02/2018,Neural networks against genetic algorithms for negotiating agent behaviour prediction,Ioannis V. Papaioannou,Jan 2008,Article,,,ResearchGate,https://www.researchgate.net/publication/220298467_Neural_networks_against_genetic_algorithms_for_negotiating_agent_behaviour_prediction?_iepl%5BgeneralViewId%5D=YQZWEQPe4YAuAN1ntHw4KLcXcJGRwZ1Eztzq&_iepl%5Bcontexts%5D%5B0%5D=searchReact&_iepl%5BviewId%5D=IDlNl4Vyl3nQ7giYvShhPkj1dMkru0GibMJ3&_iepl%5BsearchType%5D=publication&_iepl%5Bdata%5D%5BcountMoreThan20%5D=1&_iepl%5Bdata%5D%5BinteractedWithPosition20plus%5D=1&_iepl%5Bdata%5D%5BwithoutEnrichment%5D=1&_iepl%5Bposition%5D=49&_iepl%5BrgKey%5D=PB%3A220298467&_iepl%5BtargetEntityId%5D=PB%3A220298467&_iepl%5BinteractionType%5D=publicationCTA
10/02/2018,Duration discretisation for activity recognition,Priyanka Chaurasia,Jul 2012,Article,,,ResearchGate,https://www.researchgate.net/publication/262173333_Duration_discretisation_for_activity_recognition?_iepl%5BgeneralViewId%5D=YQZWEQPe4YAuAN1ntHw4KLcXcJGRwZ1Eztzq&_iepl%5Bcontexts%5D%5B0%5D=searchReact&_iepl%5BviewId%5D=IDlNl4Vyl3nQ7giYvShhPkj1dMkru0GibMJ3&_iepl%5BsearchType%5D=publication&_iepl%5Bdata%5D%5BcountMoreThan20%5D=1&_iepl%5Bdata%5D%5BinteractedWithPosition20plus%5D=1&_iepl%5Bdata%5D%5BwithEnrichment%5D=1&_iepl%5Bposition%5D=51&_iepl%5BrgKey%5D=PB%3A262173333&_iepl%5BtargetEntityId%5D=PB%3A262173333&_iepl%5BinteractionType%5D=publicationCTA
10/02/2018,User Behavior and Capability Based Access Control Model and Architecture,Meriem Zerkouk,Jan 2013,Article,,,ResearchGate,https://www.researchgate.net/publication/259007306_User_Behavior_and_Capability_Based_Access_Control_Model_and_Architecture?_iepl%5BgeneralViewId%5D=YQZWEQPe4YAuAN1ntHw4KLcXcJGRwZ1Eztzq&_iepl%5Bcontexts%5D%5B0%5D=searchReact&_iepl%5BviewId%5D=IDlNl4Vyl3nQ7giYvShhPkj1dMkru0GibMJ3&_iepl%5BsearchType%5D=publication&_iepl%5Bdata%5D%5BcountMoreThan20%5D=1&_iepl%5Bdata%5D%5BinteractedWithPosition20plus%5D=1&_iepl%5Bdata%5D%5BwithoutEnrichment%5D=1&_iepl%5Bposition%5D=52&_iepl%5BrgKey%5D=PB%3A259007306&_iepl%5BtargetEntityId%5D=PB%3A259007306&_iepl%5BinteractionType%5D=publicationCTA
10/02/2018,Levels of Abstraction for Behavior Modeling in the GerHome Project,Laura Pomponio,Sep 2012,Article,,,ResearchGate,https://www.researchgate.net/publication/267764175_Levels_of_Abstraction_for_Behavior_Modeling_in_the_GerHome_Project?_iepl%5BgeneralViewId%5D=YQZWEQPe4YAuAN1ntHw4KLcXcJGRwZ1Eztzq&_iepl%5Bcontexts%5D%5B0%5D=searchReact&_iepl%5BviewId%5D=IDlNl4Vyl3nQ7giYvShhPkj1dMkru0GibMJ3&_iepl%5BsearchType%5D=publication&_iepl%5Bdata%5D%5BcountMoreThan20%5D=1&_iepl%5Bdata%5D%5BinteractedWithPosition20plus%5D=1&_iepl%5Bdata%5D%5BwithEnrichment%5D=1&_iepl%5Bposition%5D=53&_iepl%5BrgKey%5D=PB%3A267764175&_iepl%5BtargetEntityId%5D=PB%3A267764175&_iepl%5BinteractionType%5D=publicationCTA
10/02/2018,Predicting user Activities in the Sequence of Mobile Context for Ambient Intelligence Environment using Dynamic Bayesian Network.,Han-Saem Park,Jan 2010,Conference Paper,,,ResearchGate,https://www.researchgate.net/publication/221539763_Predicting_user_Activities_in_the_Sequence_of_Mobile_Context_for_Ambient_Intelligence_Environment_using_Dynamic_Bayesian_Network?_iepl%5BgeneralViewId%5D=YQZWEQPe4YAuAN1ntHw4KLcXcJGRwZ1Eztzq&_iepl%5Bcontexts%5D%5B0%5D=searchReact&_iepl%5BviewId%5D=IDlNl4Vyl3nQ7giYvShhPkj1dMkru0GibMJ3&_iepl%5BsearchType%5D=publication&_iepl%5Bdata%5D%5BcountMoreThan20%5D=1&_iepl%5Bdata%5D%5BinteractedWithPosition20plus%5D=1&_iepl%5Bdata%5D%5BwithoutEnrichment%5D=1&_iepl%5Bposition%5D=54&_iepl%5BrgKey%5D=PB%3A221539763&_iepl%5BtargetEntityId%5D=PB%3A221539763&_iepl%5BinteractionType%5D=publicationCTA
10/02/2018,Learning Complex Activity Preconditions in Process Mining,Stefano Ferilli,Jan 2015,Conference Paper,,,ResearchGate,https://www.researchgate.net/publication/274268885_Learning_Complex_Activity_Preconditions_in_Process_Mining?_iepl%5BgeneralViewId%5D=YQZWEQPe4YAuAN1ntHw4KLcXcJGRwZ1Eztzq&_iepl%5Bcontexts%5D%5B0%5D=searchReact&_iepl%5BviewId%5D=IDlNl4Vyl3nQ7giYvShhPkj1dMkru0GibMJ3&_iepl%5BsearchType%5D=publication&_iepl%5Bdata%5D%5BcountMoreThan20%5D=1&_iepl%5Bdata%5D%5BinteractedWithPosition20plus%5D=1&_iepl%5Bdata%5D%5BwithoutEnrichment%5D=1&_iepl%5Bposition%5D=55&_iepl%5BrgKey%5D=PB%3A274268885&_iepl%5BtargetEntityId%5D=PB%3A274268885&_iepl%5BinteractionType%5D=publicationCTA
10/02/2018,An Intelligent Domotics System to Automate User Actions,Natalie Kcomt Ché,Jan 2010,Conference Paper,,,ResearchGate,https://www.researchgate.net/publication/220955095_An_Intelligent_Domotics_System_to_Automate_User_Actions?_iepl%5BgeneralViewId%5D=YQZWEQPe4YAuAN1ntHw4KLcXcJGRwZ1Eztzq&_iepl%5Bcontexts%5D%5B0%5D=searchReact&_iepl%5BviewId%5D=IDlNl4Vyl3nQ7giYvShhPkj1dMkru0GibMJ3&_iepl%5BsearchType%5D=publication&_iepl%5Bdata%5D%5BcountMoreThan20%5D=1&_iepl%5Bdata%5D%5BinteractedWithPosition20plus%5D=1&_iepl%5Bdata%5D%5BwithoutEnrichment%5D=1&_iepl%5Bposition%5D=56&_iepl%5BrgKey%5D=PB%3A220955095&_iepl%5BtargetEntityId%5D=PB%3A220955095&_iepl%5BinteractionType%5D=publicationCTA
10/02/2018,Model-based Inference Techniques for detecting High-Level Team Intentions.,Albert Hein,Jan 2009,Conference Paper,,,ResearchGate,https://www.researchgate.net/publication/221562283_Model-based_Inference_Techniques_for_detecting_High-Level_Team_Intentions?_iepl%5BgeneralViewId%5D=YQZWEQPe4YAuAN1ntHw4KLcXcJGRwZ1Eztzq&_iepl%5Bcontexts%5D%5B0%5D=searchReact&_iepl%5BviewId%5D=IDlNl4Vyl3nQ7giYvShhPkj1dMkru0GibMJ3&_iepl%5BsearchType%5D=publication&_iepl%5Bdata%5D%5BcountMoreThan20%5D=1&_iepl%5Bdata%5D%5BinteractedWithPosition20plus%5D=1&_iepl%5Bdata%5D%5BwithoutEnrichment%5D=1&_iepl%5Bposition%5D=57&_iepl%5BrgKey%5D=PB%3A221562283&_iepl%5BtargetEntityId%5D=PB%3A221562283&_iepl%5BinteractionType%5D=publicationCTA
