section,searched,terms,title,authors,published,database,source,url
"data,data management,AI,artificial intelligence",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),Fuzzy cognitive maps for artificial emotions forecasting,"JL SalmeronÂ - Applied Soft Computing, 2012 - Elsevier",2012,Google Scholar,http://www.sciencedirect.com/science/article/pii/S1568494612000415,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=0
"data,data management,AI,artificial intelligence",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),Model-driven development of advanced user interfaces,"H Hussmann, G Meixner, D Zuehlke - 2011 - books.google.com",2011,Google Scholar,https://books.google.co.uk/books?hl=en&lr=&id=U3iqCAAAQBAJ&oi=fnd&pg=PR1&dq=(ambient+intelligence+OR+ambient+system+OR+smart+environment)+AND+(data+OR+data+management+OR+AI+OR+artificial+intelligence)&ots=7sdlYLUQO-&sig=fz9M355weYHA-cAddPMQ7hqQ10o,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=10
"data,data management,AI,artificial intelligence",24/11/17,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),Analytical Tools for Competitive Intelligence: From Data Collection to Data Processing,"Dousset,Bernard, Loubier,EloÃ¯se, Ghalamallah,IlhÃ¨me, ",2013,Wiley - Crossref,Not available,https://api.crossref.org/works?mailto=rob.dunne@manchester.ac.uk&rows=100&from-index-date=2011member=311&query=(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence)
"data,data management,AI,artificial intelligence",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),Future progress in artificial intelligence,"Bostrom,Nick, MÃ_ller,Vincent C., ",2014,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=2639478&amp;ftid=1501152&amp;dwn=1,https://api.crossref.org/works?mailto=rob.dunne@manchester.ac.uk&rows=100&from-index-date=2011member=320&query=(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence)
"data,data management,AI,artificial intelligence",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),Design of Cloud-Based Green IoT Architecture for Smart Cities,"Singh, Prabhjot, Tomar, Pradeep, Kaur, Gurjit, ",2018,ScienceDirect,http://dx.doi.org/10.1007/978-3-319-60435-0_13,http://api.springer.com/metadata/json?api_key=dc79a00284b344a042ccc009dc64c9b4&p=30&q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29 sort:date
"data,data management,AI,artificial intelligence",24/11/17,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),The AI Marketing Platform,Not available,2017,Wiley - Crossref,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2F9781119406341.ch7,https://api.crossref.org/works?mailto=rob.dunne@manchester.ac.uk&rows=100&from-index-date=2011member=311&query=(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence)
"data,data management,AI,artificial intelligence",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),Development of a knowledge system for Big Data,Not available,2016,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=2912869&amp;ftid=1733967&amp;dwn=1,https://api.crossref.org/works?mailto=rob.dunne@manchester.ac.uk&rows=100&from-index-date=2011member=320&query=(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence)
"data,data management,AI,artificial intelligence",24/11/17,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),Artificial Intelligence,Not available,2013,Wiley - Crossref,Not available,https://api.crossref.org/works?mailto=rob.dunne@manchester.ac.uk&rows=100&from-index-date=2011member=311&query=(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence)
"data,data management,AI,artificial intelligence",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),Bonsai: a smart building ontology for ambient intelligence,"TG Stavropoulos, D Vrakas, D Vlachavaâ€_Â - â€_Â on web intelligenceÂ â€_, 2012 - dl.acm.org",2012,Google Scholar,http://dl.acm.org/citation.cfm?id=2254166,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=0
"data,data management,AI,artificial intelligence",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),Big Data Analytics for Smart Cities,"Beeharry, Y., Fowdur, T. P., Hurbungs, V., Ramnarain-Seetohul, V., Bassoo, V., ",2018,ScienceDirect,http://dx.doi.org/10.1007/978-3-319-60435-0_15,http://api.springer.com/metadata/json?api_key=dc79a00284b344a042ccc009dc64c9b4&p=30&q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29 sort:date
"data,data management,AI,artificial intelligence",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),Artificial intelligence and the future of cybersecurity,"Morel,Benoit, ",2011,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=2046699&amp;ftid=1047127&amp;dwn=1,https://api.crossref.org/works?mailto=rob.dunne@manchester.ac.uk&rows=100&from-index-date=2011member=320&query=(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence)
"data,data management,AI,artificial intelligence",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),Human Capacityâ€”Exposome Perspective,"Marwala, Tshilidzi, Xing, Bo, ",2018,ScienceDirect,http://dx.doi.org/10.1007/978-3-319-67480-3_12,http://api.springer.com/metadata/json?api_key=dc79a00284b344a042ccc009dc64c9b4&p=30&q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29 sort:date
"data,data management,AI,artificial intelligence",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),How Artificial Intelligence and Big Data Created Rocket Fuel,"John,George, ",2015,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=2790458&amp;ftid=1613183&amp;dwn=1,https://api.crossref.org/works?mailto=rob.dunne@manchester.ac.uk&rows=100&from-index-date=2011member=320&query=(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence)
"data,data management,AI,artificial intelligence",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),Selected Applications of Rules,"Nalepa, Grzegorz J., ",2018,ScienceDirect,http://dx.doi.org/10.1007/978-3-319-66655-6_3,http://api.springer.com/metadata/json?api_key=dc79a00284b344a042ccc009dc64c9b4&p=30&q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29 sort:date
"data,data management,AI,artificial intelligence",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),Application of Artificial Intelligence Methods for Hybrid Energy System Optimization,"Saidur,R., Khalaji Assadi,M., Zahraee,S.M., ",2016,ScienceDirect,https://api.elsevier.com/content/article/pii/S1364032116304609,https://api.elsevier.com/content/search/scidir?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&count=30&sort=-date&httpAccept=application%2Fjson&query=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29
"data,data management,AI,artificial intelligence",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),A system-on-chip development of a neuroâ€“fuzzy embedded agent for ambient-intelligence environments,"I del Campo, K Basterretxeaâ€_Â - â€_Â on Systems, ManÂ â€_, 2012 - ieeexplore.ieee.org",2012,Google Scholar,http://ieeexplore.ieee.org/abstract/document/6046142/,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=10
"data,data management,AI,artificial intelligence",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),Smart Cities Data Streams Integration,"Krco,Srdjan, Anthopoulos,Leonidas, Vakali,Athena, ",2014,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=2611094&amp;ftid=1469141&amp;dwn=1,https://api.crossref.org/works?mailto=rob.dunne@manchester.ac.uk&rows=100&from-index-date=2011member=320&query=(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence)
"data,data management,AI,artificial intelligence",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),Context-Aware Middleware and Applications,"Prasad, Ramjee, Temdee, Punnarumol, ",2018,ScienceDirect,http://dx.doi.org/10.1007/978-3-319-59035-6_6,http://api.springer.com/metadata/json?api_key=dc79a00284b344a042ccc009dc64c9b4&p=30&q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29 sort:date
"data,data management,AI,artificial intelligence",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),Looking Ahead,"Montebello, Matthew, ",2018,ScienceDirect,http://dx.doi.org/10.1007/978-3-319-67928-0_7,http://api.springer.com/metadata/json?api_key=dc79a00284b344a042ccc009dc64c9b4&p=30&q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29 sort:date
"data,data management,AI,artificial intelligence",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),Development of multi-agent system for building energy and comfort management based on occupant behaviors,"R Yang, L WangÂ - Energy and Buildings, 2013 - Elsevier",2013,Google Scholar,http://www.sciencedirect.com/science/article/pii/S0378778812005348,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28data+OR+data+management+OR+AI+OR+artificial+intelligence%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=10
"data,data management,AI,artificial intelligence",24/11/17,(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence),Review of Imbalanced Data Learning for Protein Methylation Prediction,"Zhang,Yan-Qing, Ding,Zejin, ",2013,Wiley - Crossref,Not available,https://api.crossref.org/works?mailto=rob.dunne@manchester.ac.uk&rows=100&from-index-date=2011member=311&query=(ambient intelligence OR ambient system OR smart environment) AND (data OR data management OR AI OR artificial intelligence)
"healthcare,health,medical",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (healthcare OR health OR medical),Health impact assessment of a reduction in ambient PM 2.5 levels in Spain,"E Boldo, C Linares, J Lumbreras, R Borgeâ€_Â - EnvironmentÂ â€_, 2011 - Elsevier",2011,Google Scholar,http://www.sciencedirect.com/science/article/pii/S0160412010002035,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28healthcare+OR+health+OR+medical%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=0
"healthcare,health,medical",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (healthcare OR health OR medical),Building Monitoring Using a Ground-Based Radar,"Crosetto, Michele, Luzi, Guido, ",2021,ScienceDirect,http://dx.doi.org/10.1007/978-3-642-36197-5_230-1,http://api.springer.com/metadata/json?api_key=dc79a00284b344a042ccc009dc64c9b4&p=30&q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28healthcare+OR+health+OR+medical%29 sort:date
"healthcare,health,medical",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (healthcare OR health OR medical),An IoT-aware architecture for smart healthcare systems,"L Catarinucci, D De Donno, L Mainettiâ€_Â - IEEE Internet ofÂ â€_, 2015 - ieeexplore.ieee.org",2015,Google Scholar,http://ieeexplore.ieee.org/abstract/document/7070665/,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28healthcare+OR+health+OR+medical%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=10
"healthcare,health,medical",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (healthcare OR health OR medical),CUIDATS: An RFIDâ€“WSN hybrid monitoring system for smart health care environments,"Pous,Rafael, Oliver,Miquel, MeliÃ -SeguÃ_,Joan, Carreras,Anna, Bel,Albert, Adame,Toni, ",2018,ScienceDirect,https://api.elsevier.com/content/article/pii/S0167739X16308007,https://api.elsevier.com/content/search/scidir?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&count=30&sort=-date&httpAccept=application%2Fjson&query=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28healthcare+OR+health+OR+medical%29
"healthcare,health,medical",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (healthcare OR health OR medical),Recognition of falls using dense sensing in an ambient assisted living environment,"Ranasinghe,Damith C., Shinmoto Torres,Roberto Luis, Wickramasinghe,Asanga, ",2017,ScienceDirect,https://api.elsevier.com/content/article/pii/S1574119216300694,https://api.elsevier.com/content/search/scidir?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&count=30&sort=-date&httpAccept=application%2Fjson&query=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28healthcare+OR+health+OR+medical%29
"healthcare,health,medical",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (healthcare OR health OR medical),Parkinson's disease risk from ambient exposure to pesticides,"A Wang, S Costello, M Cockburn, X Zhangâ€_Â - European journal ofÂ â€_, 2011 - Springer",2011,Google Scholar,http://link.springer.com/article/10.1007/s10654-011-9574-5,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28healthcare+OR+health+OR+medical%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=20
"healthcare,health,medical",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (healthcare OR health OR medical),Estimating the national public health burden associated with exposure to ambient PM2. 5 and ozone,"N Fann, AD Lamson, SC Anenberg, K Wessonâ€_Â - RiskÂ â€_, 2012 - Wiley Online Library",2012,Google Scholar,http://onlinelibrary.wiley.com/doi/10.1111/j.1539-6924.2011.01630.x/full,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28healthcare+OR+health+OR+medical%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=0
"healthcare,health,medical",24/11/17,(ambient intelligence OR ambient system OR smart environment) AND (healthcare OR health OR medical),Integrated Uncertainty Analysis for Ambient Pollutant Health Risk Assessment: A Case Study of Ozone Mortality Risk,"Glasgow,Garrett, Smith,Anne E., ",2017,Wiley - Crossref,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Frisa.12828,https://api.crossref.org/works?mailto=rob.dunne@manchester.ac.uk&rows=100&from-index-date=2011member=311&query=(ambient intelligence OR ambient system OR smart environment) AND (healthcare OR health OR medical)
"healthcare,health,medical",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (healthcare OR health OR medical),Long term exposure to ambient air pollution and incidence of acute coronary events: prospective cohort study and meta-analysis in 11 European cohorts fromÂ â€_,"G Cesaroni, F Forastiere, M Stafoggia, ZJ Andersenâ€_Â - Bmj, 2014 - bmj.com",2014,Google Scholar,http://www.bmj.com/content/348/bmj.f7412.pdf+html,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28healthcare+OR+health+OR+medical%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=10
"healthcare,health,medical",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (healthcare OR health OR medical),"Ambient air pollution and autism in Los Angeles county, California","TA Becerra, M Wilhelm, J Olsenâ€_Â - Environmental healthÂ â€_, 2013 - ncbi.nlm.nih.gov",2013,Google Scholar,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3621187/,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28healthcare+OR+health+OR+medical%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=20
"healthcare,health,medical",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (healthcare OR health OR medical),Bridging e-health and the internet of things: The sphere project,"N Zhu, T Diethe, M Camplani, L Taoâ€_Â - IEEE IntelligentÂ â€_, 2015 - ieeexplore.ieee.org",2015,Google Scholar,http://ieeexplore.ieee.org/abstract/document/7156004/,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28healthcare+OR+health+OR+medical%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=20
"healthcare,health,medical",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (healthcare OR health OR medical),System and Damage Identification of Civil Structures,"Conte, Joel P., Moaveni, Babak, ",2021,ScienceDirect,http://dx.doi.org/10.1007/978-3-642-36197-5_70-1,http://api.springer.com/metadata/json?api_key=dc79a00284b344a042ccc009dc64c9b4&p=30&q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28healthcare+OR+health+OR+medical%29 sort:date
"healthcare,health,medical",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (healthcare OR health OR medical),Keynote Talk,"Lai,David T., ",2016,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=2935684&amp;ftid=1747900&amp;dwn=1,https://api.crossref.org/works?mailto=rob.dunne@manchester.ac.uk&rows=100&from-index-date=2011member=320&query=(ambient intelligence OR ambient system OR smart environment) AND (healthcare OR health OR medical)
"healthcare,health,medical",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (healthcare OR health OR medical),"Comment on â€œMortality effects assessment of ambient PM2.5 pollution in the 74 leading cities of Chinaâ€ù by Die Fang, Qin'geng Wang, Huiming Li, Yiyong Yu, Yan Lu, Xin Qian","Yang,Gonghuan, Wan,Xia, Liu,Liqun, ",2017,ScienceDirect,https://api.elsevier.com/content/article/pii/S004896971730788X,https://api.elsevier.com/content/search/scidir?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&count=30&sort=-date&httpAccept=application%2Fjson&query=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28healthcare+OR+health+OR+medical%29
"healthcare,health,medical",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (healthcare OR health OR medical),Recent Advances on the Development of Antibacterial Polysaccharide-Based Materials,"Silvestre, Armando J. D., Freire, Carmen S. R., Coma, VÃ©ronique, ",2021,ScienceDirect,http://dx.doi.org/10.1007/978-3-319-03751-6_12-1,http://api.springer.com/metadata/json?api_key=dc79a00284b344a042ccc009dc64c9b4&p=30&q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28healthcare+OR+health+OR+medical%29 sort:date
"healthcare,health,medical",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (healthcare OR health OR medical),System identification of smart buildings under ambient excitations,"Park,Hyo Seon, Chong,Jowoon, Kim,Young Hoon, Kim,JungMi, Kim,Yeesock, ",2016,ScienceDirect,https://api.elsevier.com/content/article/pii/S0263224116001056,https://api.elsevier.com/content/search/scidir?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&count=30&sort=-date&httpAccept=application%2Fjson&query=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28healthcare+OR+health+OR+medical%29
"healthcare,health,medical",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (healthcare OR health OR medical),Comparison between GA and ACO for emergency coverage problem in a smart healthcare environment,"Bojji,Chakib, Benabdouallah,Meryam, ",2017,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=3128136&ftid=1905498&dwn=1,https://api.crossref.org/works?mailto=rob.dunne@manchester.ac.uk&rows=100&from-index-date=2011member=320&query=(ambient intelligence OR ambient system OR smart environment) AND (healthcare OR health OR medical)
"healthcare,health,medical",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (healthcare OR health OR medical),Impact of ambient temperature on children's health: a systematic review,"Z Xu, RA Etzel, H Su, C Huang, Y Guo, S TongÂ - Environmental research, 2012 - Elsevier",2012,Google Scholar,http://www.sciencedirect.com/science/article/pii/S0013935112001983,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28healthcare+OR+health+OR+medical%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=10
"healthcare,health,medical",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (healthcare OR health OR medical),"Performance, Applications, and Health Concerns of Nanomaterials","Murr, Lawrence E., ",2021,ScienceDirect,http://dx.doi.org/10.1007/978-3-319-01905-5_48-1,http://api.springer.com/metadata/json?api_key=dc79a00284b344a042ccc009dc64c9b4&p=30&q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28healthcare+OR+health+OR+medical%29 sort:date
"healthcare,health,medical",24/11/17,(ambient intelligence OR ambient system OR smart environment) AND (healthcare OR health OR medical),Survey of Ambient Air Pollution Health Risk Assessment Tools,"Van Dingenen,Rita, Roos,Joachim, Pandey,Kiran, Miller,Brian, Medina,Sylvia, Krzyzanowski,Michal, Hurley,Fintan, Heroux,Marie-Eve, Guttikunda,Sarath, Greco,Sue, Fann,Neal, Brandt,JÃ¸rgen, Belova,Anna, Anenberg,Susan C., ",2016,Wiley - Crossref,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Frisa.12540,https://api.crossref.org/works?mailto=rob.dunne@manchester.ac.uk&rows=100&from-index-date=2011member=311&query=(ambient intelligence OR ambient system OR smart environment) AND (healthcare OR health OR medical)
"healthcare,health,medical",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (healthcare OR health OR medical),Exploiting smart e-Health gateways at the edge of healthcare Internet-of-Things: A fog computing approach,"Liljeberg,Pasi, Jiang,Mingzhe, Azimi,Iman, Anzanpour,Arman, Negash,Behailu, Gia,Tuan Nguyen, Rahmani,Amir M., ",2018,ScienceDirect,https://api.elsevier.com/content/article/pii/S0167739X17302121,https://api.elsevier.com/content/search/scidir?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&count=30&sort=-date&httpAccept=application%2Fjson&query=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28healthcare+OR+health+OR+medical%29
"healthcare,health,medical",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (healthcare OR health OR medical),Spatial Filtering for Structural Health Monitoring,"Deraemaeker, A., Tondreau, G., ",2021,ScienceDirect,http://dx.doi.org/10.1007/978-3-642-36197-5_95-1,http://api.springer.com/metadata/json?api_key=dc79a00284b344a042ccc009dc64c9b4&p=30&q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28healthcare+OR+health+OR+medical%29 sort:date
"healthcare,health,medical",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (healthcare OR health OR medical),Delivering home healthcare through a Cloud-based Smart Home Environment (CoSHE),"Sheng,Weihua, Do,Ha, Mengistu,Yehenew, Pham,Minh, ",2017,ScienceDirect,https://api.elsevier.com/content/article/pii/S0167739X17302194,https://api.elsevier.com/content/search/scidir?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&count=30&sort=-date&httpAccept=application%2Fjson&query=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28healthcare+OR+health+OR+medical%29
"healthcare,health,medical",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (healthcare OR health OR medical),"Maternal exposure to ambient levels of benzene and neural tube defects among offspring: Texas, 1999â€“2004","PJ Lupo, E Symanski, DK Waller, W Chanâ€_Â - Environmental healthÂ â€_, 2011 - ncbi.nlm.nih.gov",2011,Google Scholar,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3060005/,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28healthcare+OR+health+OR+medical%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=20
"healthcare,health,medical",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (healthcare OR health OR medical),Smart health: a context-aware health paradigm within smart cities,"A Solanas, C Patsakis, M Contiâ€_Â - IEEEÂ â€_, 2014 - ieeexplore.ieee.org",2014,Google Scholar,http://ieeexplore.ieee.org/abstract/document/6871673/,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28healthcare+OR+health+OR+medical%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=20
"healthcare,health,medical",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (healthcare OR health OR medical),Ocean-Bottom Seismometer,"Crawford, Wayne C., Schmidt-Aursch, Mechita C., ",2021,ScienceDirect,http://dx.doi.org/10.1007/978-3-642-36197-5_173-1,http://api.springer.com/metadata/json?api_key=dc79a00284b344a042ccc009dc64c9b4&p=30&q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28healthcare+OR+health+OR+medical%29 sort:date
"healthcare,health,medical",24/11/17,(ambient intelligence OR ambient system OR smart environment) AND (healthcare OR health OR medical),"The Effects of Urban Form on Ambient Air Pollution and Public Health Risk: A Case Study in Raleigh, North Carolina","MacDonald Gibson,Jacqueline, Huegy,Joseph, Rodriguez,Daniel A., Mansfield,Theodore J., ",2014,Wiley - Crossref,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Frisa.12317,https://api.crossref.org/works?mailto=rob.dunne@manchester.ac.uk&rows=100&from-index-date=2011member=311&query=(ambient intelligence OR ambient system OR smart environment) AND (healthcare OR health OR medical)
"healthcare,health,medical",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (healthcare OR health OR medical),"Levels, sources and health risks of carbonyls and BTEX in the ambient air of Beijing, China","Y Zhang, Y Mu, J Liu, A MelloukiÂ - Journal of Environmental Sciences, 2012 - Elsevier",2012,Google Scholar,http://www.sciencedirect.com/science/article/pii/S1001074211607353,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28healthcare+OR+health+OR+medical%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=10
"healthcare,health,medical",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (healthcare OR health OR medical),Operational modal analysis of an eleven-span concrete bridge subjected to weak ambient excitations,"Beskhyroun,Sherif, Omenzetter,Piotr, Chen,Ge-Wei, ",2017,ScienceDirect,https://api.elsevier.com/content/article/pii/S0141029616306125,https://api.elsevier.com/content/search/scidir?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&count=30&sort=-date&httpAccept=application%2Fjson&query=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28healthcare+OR+health+OR+medical%29
